GCT	115	2.68	46.74	38.72	11.85
GCT	116	12.83	10.98	62.29	13.90
GCT	117	26.41	12.82	37.28	23.48
GCT	118	22.54	26.26	13.67	37.52
GCT	119	2.38	20.94	38.94	37.74
GCT	120	26.44	22.27	28.86	22.43
GCT	121	22.35	2.78	41.97	32.90
GCT	122	4.34	3.18	90.46	2.01
GCT	123	1.64	5.31	40.61	52.44
GCT	124	5.52	5.05	42.83	46.60
GCT	125	3.22	34.55	58.56	3.67
GCT	126	82.14	2.96	6.46	8.43
GCT	127	4.53	33.93	54.97	6.58
GCT	128	2.48	32.30	59.94	5.28
GCT	129	67.26	6.67	19.62	6.46
GCT	130	46.51	20.70	16.36	16.43
GCT	131	21.83	15.67	47.04	15.46
GCT	132	18.67	12.17	22.87	46.29
GCT	133	38.84	23.24	15.09	22.83
GCT	134	46.75	19.17	22.91	11.18
GCT	135	40.34	15.33	13.62	30.71
GCT	136	15.32	12.34	46.64	25.70
GCT	137	15.12	59.72	13.35	11.81
GCT	138	41.67	9.48	23.79	25.07
GCT	139	18.09	13.20	56.31	12.40
GCT	140	15.70	15.20	47.36	21.74
GCT	141	45.93	15.78	19.39	18.89
GCT	142	41.29	14.71	25.20	18.80
GCT	143	46.86	8.63	24.46	20.05
GCT	144	16.87	10.24	56.48	16.41
GCT	145	19.93	10.59	27.04	42.45
GCT	146	21.53	42.40	17.70	18.37
GCT	147	19.72	8.36	56.81	15.11
GCT	148	60.76	13.84	12.75	12.65
GCT	149	21.10	11.81	21.00	46.09
GCT	150	18.70	12.14	26.43	42.73
GCT	151	17.29	4.74	24.26	53.72
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
FBC	1	0.53	1.78	55.46	42.23	0.01	0.00
FBC	2	1.66	43.48	29.97	24.89	0.01	0.00
FBC	3	71.36	1.80	4.63	22.21	0.01	0.00
FBC	4	31.16	0.63	0.39	67.83	0.01	0.00
FBC	5	41.62	22.59	35.58	0.21	0.00	0.00
FBC	6	24.81	29.66	41.93	3.61	0.01	0.00
FBC	7	0.39	33.64	65.77	0.20	0.01	0.00
FBC	8	1.76	0.32	63.73	34.19	0.00	0.00
FBC	9	72.50	1.96	24.80	0.74	0.01	0.00
FBC	10	0.55	95.87	3.42	0.15	0.00	0.00
FBC	11	24.66	2.10	29.96	43.27	0.00	0.00
FBC	12	0.23	47.73	1.89	50.16	0.00	0.00
FBC	13	0.11	1.98	54.61	43.29	0.00	0.00
FBC	14	50.32	3.34	45.72	0.62	0.00	0.00
FBC	15	24.30	0.86	41.88	32.96	0.00	0.00
FBC	16	41.92	22.05	33.61	2.42	0.00	0.00
FBC	17	5.17	0.60	30.00	64.22	0.00	0.00
FBC	18	20.63	75.06	4.15	0.16	0.00	0.00
FBC	19	2.47	93.11	3.96	0.47	0.00	0.00
FBC	20	33.24	44.39	0.68	21.68	0.00	0.00
FBC	21	42.09	2.99	30.73	24.19	0.00	0.00
FBC	22	0.76	35.24	63.41	0.59	0.00	0.00
FBC	23	43.65	1.28	51.34	3.73	0.00	0.00
FBC	24	62.42	1.24	5.54	30.80	0.00	0.00
FBC	25	3.21	0.88	93.33	2.58	0.00	0.00
FBC	26	0.73	1.01	95.07	3.20	0.00	0.00
FBC	27	53.43	1.22	3.29	42.07	0.00	0.00
FBC	28	2.82	53.42	42.86	0.89	0.00	0.00
FBC	29	71.84	21.31	6.24	0.61	0.00	0.00
FBC	30	35.03	1.40	63.18	0.38	0.00	0.00
FBC	31	44.45	33.13	1.10	21.31	0.00	0.00
FBC	32	42.08	50.80	6.19	0.93	0.00	0.00
FBC	33	42.62	31.88	21.79	3.71	0.00	0.00
FBC	34	3.24	50.80	42.56	3.40	0.00	0.00
FBC	35	1.27	34.34	1.87	62.52	0.00	0.00
FBC	36	30.93	5.42	1.12	62.53	0.00	0.00
FBC	37	45.14	31.76	22.27	0.83	0.00	0.00
FBC	38	44.53	3.74	50.98	0.75	0.00	0.00
FBC	39	46.62	1.37	1.14	50.87	0.00	0.00
FBC	40	42.29	2.92	50.68	4.10	0.00	0.00
FBC	41	1.03	25.70	1.40	71.88	0.00	0.00
FBC	42	25.38	1.75	30.73	42.13	0.00	0.00
FBC	43	2.24	92.91	1.17	3.67	0.00	0.00
FBC	44	1.29	91.86	6.33	0.52	0.00	0.00
FBC	45	1.15	43.93	54.12	0.80	0.00	0.00
FBC	46	0.75	51.51	42.88	4.86	0.00	0.00
FBC	47	3.33	32.45	22.12	42.10	0.00	0.00
FBC	48	24.42	42.67	1.03	31.88	0.00	0.00
FBC	49	1.00	23.51	71.77	3.72	0.00	0.00
FBC	50	1.40	92.44	1.01	5.15	0.00	0.00
FBC	51	3.42	1.49	1.76	93.33	0.00	0.00
FBC	52	42.27	1.47	54.67	1.59	0.00	0.00
FBC	53	2.59	1.28	51.38	44.75	0.00	0.00
FBC	54	4.84	62.53	31.82	0.82	0.00	0.00
FBC	55	62.59	30.56	5.65	1.20	0.00	0.00
FBC	56	75.31	1.28	22.47	0.94	0.00	0.00
FBC	57	1.23	21.63	45.11	32.04	0.00	0.00
FBC	58	22.37	52.24	24.53	0.86	0.00	0.00
FBC	59	41.77	22.02	1.71	34.50	0.00	0.00
FBC	60	42.32	3.91	50.45	3.32	0.00	0.00
FBC	61	0.92	31.14	22.73	45.20	0.00	0.00
FBC	62	22.96	51.26	0.92	24.87	0.00	0.00
FBC	63	43.34	1.58	2.03	53.05	0.00	0.00
FBC	64	22.34	70.62	3.76	3.28	0.00	0.00
FBC	65	29.66	24.55	44.65	1.15	0.00	0.00
FBC	66	23.25	30.67	24.65	21.43	0.00	0.00
FBC	67	43.10	30.32	23.11	3.47	0.00	0.00
FBC	68	43.45	21.96	4.18	30.41	0.00	0.00
FBC	69	45.00	32.57	1.25	21.18	0.00	0.00
FBC	70	4.15	31.11	62.61	2.13	0.00	0.00
FBC	71	33.57	41.37	22.90	2.15	0.00	0.00
FBC	72	24.18	53.05	1.29	21.49	0.00	0.00
FBC	73	43.51	31.94	22.37	2.19	0.00	0.00
FBC	74	42.06	22.38	30.41	5.15	0.00	0.00
FBC	75	42.15	21.28	1.93	34.64	0.00	0.00
FBC	76	41.78	2.69	30.78	24.75	0.00	0.00
FBC	77	43.46	54.69	1.12	0.73	0.00	0.00
FBC	78	31.81	24.65	21.56	21.98	0.00	0.00
FBC	79	42.81	22.69	30.74	3.76	0.00	0.00
FBC	80	23.10	74.43	1.15	1.32	0.00	0.00
FBC	81	23.00	21.54	24.66	30.81	0.00	0.00
FBC	82	45.00	30.66	22.99	1.35	0.00	0.00
FBC	83	52.49	21.38	1.79	24.34	0.00	0.00
FBC	84	42.34	21.85	3.47	32.34	0.00	0.00
FBC	85	3.47	53.07	42.12	1.34	0.00	0.00
FBC	86	34.99	42.72	1.23	21.07	0.00	0.00
FBC	87	23.13	74.59	1.19	1.09	0.00	0.00
FBC	88	26.26	1.60	50.53	21.62	0.00	0.00
FBC	89	42.50	33.03	23.72	0.76	0.00	0.00
FBC	90	30.10	25.35	1.35	43.20	0.00	0.00
FBC	91	21.84	21.72	52.51	3.94	0.00	0.00
FBC	92	42.26	31.77	1.20	24.78	0.00	0.00
FBC	93	21.09	1.33	43.29	34.29	0.00	0.00
FBC	94	20.91	33.78	44.03	1.27	0.00	0.00
FBC	95	71.00	3.92	23.83	1.25	0.00	0.00
FBC	96	22.55	1.17	3.14	73.13	0.00	0.00
FBC	97	22.16	25.85	30.22	21.76	0.00	0.00
FBC	98	20.72	31.58	3.79	43.92	0.00	0.00
FBC	99	0.60	94.47	0.67	4.26	0.00	0.00
FBC	100	20.85	53.56	1.47	24.11	0.00	0.00
FBC	101	0.87	4.05	43.41	51.67	0.00	0.00
FBC	102	21.61	42.37	2.91	33.12	0.00	0.00
FBC	103	1.12	30.31	23.35	45.21	0.00	0.00
FBC	104	22.47	1.24	31.96	44.34	0.00	0.00
FBC	105	0.94	5.25	30.65	63.16	0.00	0.00
FBC	106	0.90	31.14	43.90	24.05	0.00	0.00
FBC	107	1.34	24.23	21.98	52.45	0.00	0.00
FBC	108	1.76	1.22	71.79	25.22	0.00	0.00
FBC	109	22.34	32.41	41.63	3.62	0.00	0.00
FBC	110	1.04	51.47	26.23	21.26	0.00	0.00
FBC	111	0.87	1.36	23.69	74.08	0.00	0.00
FBC	112	3.89	32.03	21.54	42.55	0.00	0.00
FBC	113	2.07	33.78	42.17	21.98	0.00	0.00
FBC	114	1.26	43.92	24.05	30.77	0.00	0.00
FBC	115	1.10	21.74	52.83	24.33	0.00	0.00
FBC	116	21.44	1.58	73.30	3.68	0.00	0.00
FBC	117	50.65	22.53	23.92	2.90	0.00	0.00
FBC	118	21.87	31.05	1.99	45.09	0.00	0.00
FBC	119	1.21	41.95	1.22	55.62	0.00	0.00
FBC	120	31.82	22.89	1.20	44.10	0.00	0.00
FBC	121	17.23	1.16	47.40	34.22	0.00	0.00
FBC	122	3.23	3.74	83.16	9.87	0.00	0.00
FBC	123	3.79	4.70	10.09	81.42	0.00	0.00
FBC	124	10.45	62.13	17.26	10.17	0.00	0.00
FBC	125	15.59	63.05	9.97	11.40	0.00	0.00
FBC	126	62.70	9.85	12.87	14.58	0.00	0.00
FBC	127	11.48	56.97	11.77	19.79	0.00	0.00
FBC	128	18.24	58.36	12.09	11.31	0.00	0.00
FBC	129	13.29	20.74	11.83	54.15	0.00	0.00
FBC	130	10.17	15.59	16.99	57.26	0.00	0.00
FBC	131	8.20	56.80	17.68	17.32	0.00	0.00
FBC	132	56.38	19.44	12.44	11.74	0.00	0.00
FBC	133	19.54	12.53	14.09	53.84	0.00	0.00
FBC	134	9.12	13.30	19.51	58.07	0.00	0.00
FBC	135	21.55	9.03	12.88	56.54	0.00	0.00
FBC	136	23.42	55.79	11.30	9.50	0.00	0.00
FBC	137	14.55	16.45	61.81	7.19	0.00	0.00
FBC	138	18.70	14.93	8.24	58.13	0.00	0.00
FBC	139	12.82	64.80	15.24	7.14	0.00	0.00
FBC	140	13.07	55.53	21.77	9.63	0.00	0.00
FBC	141	22.28	12.60	7.90	57.23	0.00	0.00
FBC	142	18.28	12.62	8.51	60.58	0.00	0.00
FBC	143	7.39	22.57	8.49	61.55	0.00	0.00
FBC	144	15.12	59.84	8.12	16.92	0.00	0.00
FBC	145	51.81	8.17	9.14	30.88	0.00	0.00
FBC	146	7.75	9.03	60.24	22.99	0.00	0.00
FBC	147	6.73	55.86	9.42	27.99	0.00	0.00
FBC	148	14.40	10.50	8.55	66.55	0.00	0.00
FBC	149	59.05	10.29	6.68	23.97	0.00	0.00
FBC	150	55.93	9.48	17.12	17.48	0.00	0.00
FBC	151	60.55	8.65	10.60	20.20	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	15577946	17911991	16713829	14408938	565
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	41.83	2.11	53.44	2.62	0.02	0.00
LBC	2	21.25	42.35	30.71	5.69	0.00	0.00
LBC	3	49.19	45.54	2.45	2.81	0.00	0.00
LBC	4	50.87	0.90	5.68	42.54	0.00	0.00
LBC	5	30.87	20.61	43.79	4.73	0.00	0.00
LBC	6	2.04	30.06	66.41	1.48	0.00	0.00
LBC	7	1.22	1.15	94.48	3.15	0.00	0.00
LBC	8	20.85	32.84	44.83	1.48	0.00	0.00
LBC	9	2.65	2.32	63.12	31.91	0.00	0.00
LBC	10	32.82	2.76	21.09	43.34	0.00	0.00
LBC	11	20.19	6.27	73.20	0.34	0.03	0.00
LBC	12	52.12	2.00	4.19	41.69	0.02	0.00
LBC	13	0.98	30.59	66.47	1.96	0.03	0.00
LBC	14	22.56	1.82	33.76	41.86	0.03	0.00
LBC	15	0.24	65.71	4.83	29.22	0.01	0.00
LBC	16	5.62	1.04	91.19	2.16	0.00	0.00
LBC	17	3.05	4.11	1.98	90.87	0.00	0.00
LBC	18	21.17	1.22	34.34	43.27	0.00	0.00
LBC	19	3.39	21.79	2.63	72.19	0.00	0.00
LBC	20	4.24	62.89	30.07	2.80	0.00	0.00
LBC	21	21.35	2.93	73.90	1.81	0.00	0.00
LBC	22	1.57	3.13	3.47	91.82	0.00	0.00
LBC	23	22.95	73.31	2.54	1.20	0.00	0.00
LBC	24	49.99	1.64	1.41	46.96	0.00	0.00
LBC	25	30.99	2.28	22.37	44.36	0.00	0.00
LBC	26	24.15	30.66	3.26	41.92	0.00	0.00
LBC	27	23.12	4.38	42.10	30.40	0.00	0.00
LBC	28	64.03	33.38	1.81	0.78	0.00	0.00
LBC	29	3.65	0.95	92.76	2.64	0.00	0.00
LBC	30	22.98	1.95	3.95	71.12	0.00	0.00
LBC	31	3.95	30.32	64.20	1.53	0.00	0.00
LBC	32	23.27	30.81	1.55	44.36	0.00	0.00
LBC	33	93.22	4.20	1.72	0.86	0.00	0.00
LBC	34	1.61	1.74	65.02	31.63	0.00	0.00
LBC	35	4.61	43.49	50.55	1.35	0.00	0.00
LBC	36	30.09	23.80	2.04	44.06	0.00	0.00
LBC	37	0.86	72.29	23.12	3.74	0.00	0.00
LBC	38	1.39	71.28	1.77	25.57	0.00	0.00
LBC	39	2.20	30.12	22.98	44.70	0.00	0.00
LBC	40	42.96	4.19	23.88	28.97	0.00	0.00
LBC	41	42.02	34.71	22.17	1.10	0.00	0.00
LBC	42	44.39	1.10	30.65	23.86	0.00	0.00
LBC	43	0.86	23.19	74.74	1.22	0.00	0.00
LBC	44	1.36	3.31	64.62	30.71	0.00	0.00
LBC	45	42.98	2.10	3.01	51.91	0.00	0.00
LBC	46	72.19	23.09	1.34	3.38	0.00	0.00
LBC	47	21.75	42.06	1.46	34.73	0.00	0.00
LBC	48	94.48	2.15	0.96	2.42	0.00	0.00
LBC	49	91.39	4.13	3.01	1.47	0.00	0.00
LBC	50	0.70	94.25	1.72	3.33	0.00	0.00
LBC	51	30.41	62.08	4.33	3.19	0.00	0.00
LBC	52	1.53	3.40	91.47	3.60	0.00	0.00
LBC	53	72.34	4.10	22.86	0.71	0.00	0.00
LBC	54	73.48	1.90	3.70	20.93	0.00	0.00
LBC	55	72.12	25.54	1.64	0.70	0.00	0.00
LBC	56	1.79	34.43	62.29	1.50	0.00	0.00
LBC	57	30.15	42.90	24.88	2.07	0.00	0.00
LBC	58	2.07	73.04	21.54	3.36	0.00	0.00
LBC	59	30.40	2.75	5.23	61.62	0.00	0.00
LBC	60	30.09	45.02	3.46	21.42	0.00	0.00
LBC	61	1.35	1.78	32.62	64.25	0.00	0.00
LBC	62	42.37	1.83	30.69	25.10	0.00	0.00
LBC	63	21.09	44.78	32.69	1.44	0.00	0.00
LBC	64	42.02	31.13	23.65	3.20	0.00	0.00
LBC	65	42.28	30.82	22.27	4.63	0.00	0.00
LBC	66	21.30	43.51	5.03	30.16	0.00	0.00
LBC	67	43.05	4.01	51.38	1.57	0.00	0.00
LBC	68	26.65	41.62	0.95	30.78	0.00	0.00
LBC	69	53.54	1.54	1.04	43.88	0.00	0.00
LBC	70	42.81	2.83	24.40	29.96	0.00	0.00
LBC	71	22.72	30.77	21.65	24.87	0.00	0.00
LBC	72	52.18	22.36	21.88	3.58	0.00	0.00
LBC	73	42.37	3.50	53.26	0.87	0.00	0.00
LBC	74	23.92	41.44	30.78	3.86	0.00	0.00
LBC	75	3.57	3.66	2.27	90.51	0.00	0.00
LBC	76	3.66	31.13	40.92	24.29	0.00	0.00
LBC	77	24.28	51.75	1.44	22.53	0.00	0.00
LBC	78	43.86	22.46	1.61	32.07	0.00	0.00
LBC	79	2.02	74.92	22.33	0.73	0.00	0.00
LBC	80	1.09	31.38	42.14	25.39	0.00	0.00
LBC	81	43.25	1.85	30.67	24.23	0.00	0.00
LBC	82	44.29	21.23	3.94	30.53	0.00	0.00
LBC	83	22.50	54.07	21.80	1.63	0.00	0.00
LBC	84	21.87	21.62	32.46	24.05	0.00	0.00
LBC	85	42.21	23.58	30.87	3.34	0.00	0.00
LBC	86	20.55	35.56	1.93	41.97	0.00	0.00
LBC	87	2.92	43.97	1.38	51.73	0.00	0.00
LBC	88	22.70	2.22	42.36	32.72	0.00	0.00
LBC	89	42.72	52.10	2.03	3.15	0.00	0.00
LBC	90	42.20	32.81	3.06	21.92	0.00	0.00
LBC	91	42.02	32.55	23.91	1.52	0.00	0.00
LBC	92	5.49	23.29	68.98	2.24	0.00	0.00
LBC	93	22.60	26.50	1.15	49.75	0.00	0.00
LBC	94	33.18	23.59	41.17	2.06	0.00	0.00
LBC	95	3.21	30.50	21.47	44.83	0.00	0.00
LBC	96	0.99	1.58	24.64	72.79	0.00	0.00
LBC	97	22.11	52.69	21.26	3.94	0.00	0.00
LBC	98	64.37	2.62	29.68	3.32	0.00	0.00
LBC	99	73.00	1.77	3.30	21.93	0.00	0.00
LBC	100	21.73	33.24	42.71	2.32	0.00	0.00
LBC	101	21.10	23.34	31.02	24.54	0.00	0.00
LBC	102	22.74	53.88	1.68	21.70	0.00	0.00
LBC	103	50.10	24.35	23.87	1.68	0.00	0.00
LBC	104	21.68	50.98	21.33	6.00	0.00	0.00
LBC	105	22.84	2.22	21.33	53.60	0.00	0.00
LBC	106	90.97	3.42	2.07	3.54	0.00	0.00
LBC	107	1.49	53.63	42.22	2.66	0.00	0.00
LBC	108	22.17	27.11	21.28	29.44	0.00	0.00
LBC	109	3.54	30.69	41.91	23.86	0.00	0.00
LBC	110	43.68	23.14	10.74	22.45	0.00	0.00
LBC	111	32.16	22.36	24.43	21.05	0.00	0.00
LBC	112	3.72	52.10	43.57	0.61	0.00	0.00
LBC	113	43.32	2.15	50.75	3.78	0.00	0.00
LBC	114	23.74	4.53	23.60	48.13	0.00	0.00
LBC	115	1.16	26.54	69.86	2.44	0.00	0.00
LBC	116	24.84	51.33	20.32	3.51	0.00	0.00
LBC	117	42.25	52.87	0.90	3.98	0.00	0.00
LBC	118	29.49	25.24	21.62	23.64	0.00	0.00
LBC	119	20.12	75.04	1.48	3.36	0.00	0.00
LBC	120	1.22	55.57	22.69	20.52	0.00	0.00
LBC	121	27.04	37.61	2.75	32.61	0.00	0.00
LBC	122	1.06	91.29	6.65	1.00	0.00	0.00
LBC	123	35.59	56.19	7.04	1.18	0.00	0.00
LBC	124	53.43	42.10	2.12	2.35	0.00	0.00
LBC	125	2.76	55.07	40.27	1.90	0.00	0.00
LBC	126	5.37	4.52	3.46	86.66	0.00	0.00
LBC	127	1.97	55.18	35.92	6.93	0.00	0.00
LBC	128	2.93	56.05	38.77	2.25	0.00	0.00
LBC	129	3.38	17.54	6.91	72.17	0.00	0.00
LBC	130	17.30	26.05	15.99	40.65	0.00	0.00
LBC	131	38.33	34.75	10.18	16.74	0.00	0.00
LBC	132	32.48	22.04	18.05	27.43	0.00	0.00
LBC	133	34.48	30.70	26.44	8.38	0.00	0.00
LBC	134	31.10	31.89	25.10	11.91	0.00	0.00
LBC	135	16.73	10.81	29.50	42.96	0.00	0.00
LBC	136	19.47	24.89	20.97	34.67	0.00	0.00
LBC	137	24.10	29.52	35.10	11.28	0.00	0.00
LBC	138	31.66	35.25	14.56	18.52	0.00	0.00
LBC	139	24.37	33.07	19.09	23.48	0.00	0.00
LBC	140	39.33	25.42	12.56	22.69	0.00	0.00
LBC	141	22.19	33.39	26.44	17.99	0.00	0.00
LBC	142	20.49	54.64	17.53	7.34	0.00	0.00
LBC	143	34.75	24.96	11.66	28.64	0.00	0.00
LBC	144	27.31	40.41	24.08	8.20	0.00	0.00
LBC	145	17.16	44.97	29.97	7.90	0.00	0.00
LBC	146	45.27	14.96	27.67	12.11	0.00	0.00
LBC	147	19.74	43.82	21.13	15.32	0.00	0.00
LBC	148	24.41	21.24	20.29	34.07	0.00	0.00
LBC	149	16.38	42.99	22.05	18.58	0.00	0.00
LBC	150	14.15	41.13	24.40	20.32	0.00	0.00
LBC	151	19.33	44.55	26.90	9.22	0.00	0.00
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	17735214	17365988	16862735	13807998	1275
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
IS	0	0	0	0	0
IS	1	0	0	0	0
IS	2	2	0	2	0
IS	3	1	0	1	0
IS	4	1	0	1	0
IS	5	1	0	1	0
IS	6	0	0	0	0
IS	7	1	0	1	0
IS	8	0	0	0	0
IS	9	1	0	1	0
IS	10	2	0	2	0
IS	11	1	0	1	0
IS	12	0	0	0	0
IS	13	2	0	2	0
IS	14	2	0	2	0
IS	15	9	0	9	0
IS	16	1	0	1	0
IS	17	1	0	1	0
IS	18	1	0	1	0
IS	19	758	325	433	0
IS	20	717	648	69	0
IS	21	1775	1468	307	0
IS	22	1323	123	1200	0
IS	23	153	17	136	0
IS	24	18	9	9	0
IS	25	23	1	22	0
IS	26	258	2	256	0
IS	27	7	2	5	0
IS	28	48	4	44	0
IS	29	7	4	3	0
IS	30	5	1	4	0
IS	31	7	4	3	0
IS	32	5	4	1	0
IS	33	234	228	6	0
IS	34	4	0	4	0
IS	35	14	12	2	0
IS	36	21	0	21	0
IS	37	43	40	3	0
IS	38	141	70	71	0
IS	39	6	4	2	0
IS	40	138	103	35	0
IS	41	65	8	57	0
IS	42	169	166	3	0
IS	43	63	62	1	0
IS	44	297	295	2	0
IS	45	196	160	36	0
IS	46	70	61	9	0
IS	47	55	29	26	0
IS	48	18	9	9	0
IS	49	48	18	30	0
IS	50	7	5	2	0
IS	51	35	32	3	0
IS	52	163	53	110	0
IS	53	19	1	18	0
IS	54	23	8	15	0
IS	55	42	40	2	0
IS	56	23	8	15	0
IS	57	166	87	79	0
IS	58	317	52	265	0
IS	59	15	11	4	0
IS	60	22	16	6	0
IS	61	115	7	108	0
IS	62	40	37	3	0
IS	63	31	11	20	0
IS	64	33	13	20	0
IS	65	133	66	67	0
IS	66	29	27	2	0
IS	67	19	2	17	0
IS	68	65	9	56	0
IS	69	2497	85	2412	0
IS	70	22	22	0	0
IS	71	4	3	1	0
IS	72	6	6	0	0
IS	73	66	62	4	0
IS	74	24	7	17	0
IS	75	98	95	3	0
IS	76	31	30	1	0
IS	77	91	21	70	0
IS	78	67	65	2	0
IS	79	41	8	33	0
IS	80	150	148	2	0
IS	81	11	10	1	0
IS	82	16	2	14	0
IS	83	36	8	28	0
IS	84	26	13	13	0
IS	85	12	11	1	0
IS	86	30	21	9	0
IS	87	20	10	10	0
IS	88	44	15	29	0
IS	89	6	5	1	0
IS	90	8	8	0	0
IS	91	54	51	3	0
IS	92	169	65	104	0
IS	93	19	18	1	0
IS	94	16	14	2	0
IS	95	10	8	2	0
IS	96	26	13	13	0
IS	97	99	98	1	0
IS	98	62	40	22	0
IS	99	26	10	16	0
IS	100	24	20	4	0
IS	101	336	326	10	0
IS	102	109	45	64	0
IS	103	71	13	58	0
IS	104	237	18	219	0
IS	105	10	10	0	0
IS	106	141	140	1	0
IS	107	18	11	7	0
IS	108	26	26	0	0
IS	109	20	19	1	0
IS	110	8	8	0	0
IS	111	32	11	21	0
IS	112	87	77	10	0
IS	113	19	19	0	0
IS	114	43	36	7	0
IS	115	23	20	3	0
IS	116	38	25	13	0
IS	117	18	17	1	0
IS	118	110	16	94	0
IS	119	62	26	36	0
IS	120	31	19	12	0
IS	121	26	18	8	0
IS	122	33	31	2	0
IS	123	125	119	6	0
IS	124	40	40	0	0
IS	125	98	33	65	0
IS	126	110	96	14	0
IS	127	165	92	73	0
IS	128	92	88	4	0
IS	129	31	30	1	0
IS	130	111	65	46	0
IS	131	160	143	17	0
IS	132	114	108	6	0
IS	133	56	37	19	0
IS	134	884	569	315	0
IS	135	79	69	10	0
IS	136	216091	215573	518	0
IS	137	49	33	16	0
IS	138	788	314	474	0
IS	139	145	50	95	0
IS	140	63	51	12	0
IS	141	32	31	1	0
IS	142	37	36	1	0
IS	143	87	83	4	0
IS	144	34	32	2	0
IS	145	71	70	1	0
IS	146	30	28	2	0
IS	147	20	20	0	0
IS	148	44	44	0	0
IS	149	58	58	0	0
IS	150	83	83	0	0
IS	151	126	126	0	0
IS	152	48	47	1	0
IS	153	150	150	0	0
IS	154	8660	8657	3	0
IS	155	82	80	2	0
IS	156	264	262	2	0
IS	157	69	56	13	0
IS	158	80	71	9	0
IS	159	238	238	0	0
IS	160	130	123	7	0
IS	161	116	115	1	0
IS	162	85	76	9	0
IS	163	150	150	0	0
IS	164	105156	105154	2	0
IS	165	101	98	3	0
IS	166	779	758	21	0
IS	167	71	71	0	0
IS	168	105	105	0	0
IS	169	141	141	0	0
IS	170	42	42	0	0
IS	171	32	32	0	0
IS	172	63	63	0	0
IS	173	85	85	0	0
IS	174	53	53	0	0
IS	175	11945	11945	0	0
IS	176	207	207	0	0
IS	177	182	182	0	0
IS	178	138	138	0	0
IS	179	91	91	0	0
IS	180	117	117	0	0
IS	181	68	68	0	0
IS	182	74	74	0	0
IS	183	359	359	0	0
IS	184	186	186	0	0
IS	185	851	851	0	0
IS	186	90	90	0	0
IS	187	192	192	0	0
IS	188	151268	151268	0	0
IS	189	87	87	0	0
IS	190	746	746	0	0
IS	191	825	825	0	0
IS	192	43	43	0	0
IS	193	50	50	0	0
IS	194	45	45	0	0
IS	195	42	42	0	0
IS	196	286	286	0	0
IS	197	52	52	0	0
IS	198	45	45	0	0
IS	199	82	82	0	0
IS	200	117	117	0	0
IS	201	96	96	0	0
IS	202	112	112	0	0
IS	203	257	257	0	0
IS	204	106	106	0	0
IS	205	199	199	0	0
IS	206	89	89	0	0
IS	207	45	45	0	0
IS	208	55	55	0	0
IS	209	39	39	0	0
IS	210	1667	1667	0	0
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	50	4
RL	51	5
RL	52	3
RL	53	7
RL	54	4
RL	55	6
RL	56	4
RL	57	5
RL	58	8
RL	59	5
RL	60	9
RL	61	10
RL	62	5
RL	63	8
RL	64	38
RL	65	7
RL	66	12
RL	67	6
RL	68	7
RL	69	9
RL	70	7
RL	71	7
RL	72	47
RL	73	45
RL	74	21
RL	75	19
RL	76	29
RL	77	14
RL	78	54
RL	79	26
RL	80	29
RL	81	32
RL	82	13
RL	83	10
RL	84	29
RL	85	26
RL	86	59
RL	87	57
RL	88	72
RL	89	75
RL	90	91
RL	91	83
RL	92	37
RL	93	108
RL	94	128
RL	95	92
RL	96	139
RL	97	112
RL	98	185
RL	99	229
RL	100	266
RL	101	385
RL	102	408
RL	103	246
RL	104	335
RL	105	216
RL	106	711
RL	107	695
RL	108	468
RL	109	544
RL	110	671
RL	111	876
RL	112	993
RL	113	959
RL	114	593
RL	115	1784
RL	116	2358
RL	117	2141
RL	118	7693
RL	119	16159
RL	120	127423
RL	121	401571
RL	122	26394
RL	123	130562
RL	124	6187
RL	125	4352
RL	126	1540
RL	127	22570
RL	128	154957
RL	129	76909
RL	130	7456
RL	131	1289
RL	132	146
RL	133	134
RL	134	166
RL	135	135
RL	136	178
RL	137	261
RL	138	191
RL	139	311
RL	140	234
RL	141	531
RL	142	380
RL	143	636
RL	144	513
RL	145	737
RL	146	565
RL	147	676
RL	148	1364
RL	149	2708
RL	150	9422
RL	151	29621
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	50	3
FRL	51	5
FRL	52	1
FRL	53	7
FRL	54	1
FRL	55	4
FRL	56	3
FRL	57	4
FRL	58	2
FRL	59	2
FRL	60	7
FRL	61	7
