GCT	58	12.63	36.71	46.01	4.65
GCT	59	50.81	13.74	4.95	30.49
GCT	60	31.03	4.94	45.99	18.04
GCT	61	31.63	31.63	13.14	23.60
GCT	62	24.38	38.93	3.91	32.78
GCT	63	23.43	16.55	24.62	35.40
GCT	64	12.97	46.00	17.73	23.30
GCT	65	16.53	22.33	38.07	23.06
GCT	66	26.34	19.03	32.68	21.95
GCT	67	23.36	40.55	13.94	22.16
GCT	68	36.46	14.11	21.38	28.05
GCT	69	40.56	17.41	2.56	39.47
GCT	70	15.95	26.54	33.81	23.70
GCT	71	26.62	30.52	26.80	16.06
GCT	72	12.65	35.28	13.94	38.13
GCT	73	22.24	40.93	14.64	22.19
GCT	74	22.69	26.32	34.83	16.16
GCT	75	63.91	14.34	3.05	18.70
GCT	76	32.06	21.35	31.29	15.30
GCT	77	31.30	26.00	27.72	14.98
GCT	78	29.94	11.76	24.23	34.07
GCT	79	23.47	23.63	49.77	3.14
GCT	80	23.04	53.66	18.52	4.79
GCT	81	22.91	27.15	13.13	36.81
GCT	82	35.96	16.66	23.35	24.03
GCT	83	27.54	22.53	26.75	23.18
GCT	84	31.60	28.33	12.22	27.85
GCT	85	3.49	41.02	31.52	23.97
GCT	86	35.34	22.95	18.80	22.91
GCT	87	35.01	35.71	24.11	5.17
GCT	88	27.28	22.10	26.15	24.47
GCT	89	21.57	16.55	38.15	23.72
GCT	90	26.16	14.89	17.85	41.10
GCT	91	14.15	23.52	40.39	21.94
GCT	92	23.97	48.24	12.94	14.85
GCT	93	35.22	4.35	32.77	27.66
GCT	94	13.15	35.16	34.51	17.18
GCT	95	56.48	12.45	27.57	3.50
GCT	96	46.68	12.45	5.19	35.69
GCT	97	12.73	22.74	41.20	23.32
GCT	98	13.95	31.37	3.19	51.48
GCT	99	13.19	45.74	3.90	37.17
GCT	100	13.53	47.08	17.04	22.35
GCT	101	12.73	17.07	33.29	36.91
GCT	102	23.70	23.07	26.79	26.44
GCT	103	4.22	27.71	22.36	45.72
GCT	104	15.09	12.08	39.66	33.17
GCT	105	26.88	12.44	18.20	42.48
GCT	106	4.74	16.45	23.72	55.09
GCT	107	4.22	32.18	36.73	26.88
GCT	108	17.73	12.56	47.03	22.68
GCT	109	25.70	35.76	35.01	3.54
GCT	110	14.61	30.97	23.66	30.77
GCT	111	14.41	13.35	22.91	49.33
GCT	112	3.28	35.45	36.78	24.49
GCT	113	3.90	39.63	23.37	33.11
GCT	114	26.07	32.88	14.72	26.33
GCT	115	4.98	44.96	37.54	12.52
GCT	116	14.42	11.67	59.46	14.46
GCT	117	27.09	13.27	36.23	23.42
GCT	118	23.43	25.77	14.21	36.59
GCT	119	4.25	20.82	38.02	36.91
GCT	120	26.88	22.24	28.33	22.56
GCT	121	22.86	4.08	40.63	32.43
GCT	122	7.20	5.00	82.89	4.91
GCT	123	4.94	7.30	38.82	48.94
GCT	124	9.00	7.44	40.22	43.34
GCT	125	7.91	31.99	52.46	7.63
GCT	126	73.11	6.17	9.36	11.36
GCT	127	8.79	31.61	49.73	9.87
GCT	128	7.04	30.20	53.19	9.57
GCT	129	53.65	11.02	22.04	13.28
GCT	130	37.96	21.55	19.83	20.66
GCT	131	25.17	18.83	34.37	21.63
GCT	132	24.02	17.41	23.31	35.26
GCT	133	31.45	22.76	21.51	24.28
GCT	134	36.72	20.44	23.36	19.48
GCT	135	33.18	18.89	19.33	28.60
GCT	136	21.75	17.26	35.05	25.94
GCT	137	22.30	39.19	18.73	19.78
GCT	138	31.73	15.69	27.02	25.56
GCT	139	24.50	18.73	37.70	19.07
GCT	140	22.38	18.22	34.01	25.40
GCT	141	34.71	19.73	22.45	23.11
GCT	142	31.68	18.20	27.54	22.58
GCT	143	35.09	14.82	25.38	24.70
GCT	144	20.49	16.36	41.42	21.73
GCT	145	22.71	16.90	27.91	32.48
GCT	146	24.24	30.66	21.06	24.04
GCT	147	22.29	15.84	39.95	21.92
GCT	148	42.72	17.37	18.95	20.95
GCT	149	22.89	17.13	24.30	35.68
GCT	150	23.17	17.35	25.57	33.91
GCT	151	18.00	11.63	29.88	40.49
# ACGT content per cycle for first fragments. Use `grep ^FBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
FBC	1	2.15	4.54	52.89	40.42	0.01	0.00
FBC	2	4.89	41.50	28.80	24.81	0.01	0.00
FBC	3	67.45	4.75	6.11	21.69	0.00	0.00
FBC	4	32.26	1.87	1.07	64.79	0.01	0.00
FBC	5	39.89	24.13	34.56	1.42	0.00	0.00
FBC	6	25.13	28.45	40.04	6.38	0.01	0.00
FBC	7	1.66	32.66	64.16	1.52	0.01	0.00
FBC	8	4.75	1.44	60.15	33.66	0.00	0.00
FBC	9	68.43	4.78	24.48	2.31	0.01	0.00
FBC	10	2.14	90.50	6.23	1.14	0.00	0.00
FBC	11	24.94	2.94	28.99	43.13	0.00	0.00
FBC	12	1.43	45.93	4.75	47.89	0.00	0.00
FBC	13	1.38	4.68	52.76	41.17	0.00	0.00
FBC	14	48.05	5.86	44.08	2.01	0.00	0.00
FBC	15	24.27	2.14	39.91	33.68	0.00	0.00
FBC	16	40.26	23.30	32.67	3.77	0.00	0.00
FBC	17	6.78	1.65	28.81	62.76	0.00	0.00
FBC	18	20.40	72.90	5.38	1.31	0.00	0.00
FBC	19	3.88	89.35	5.18	1.59	0.00	0.00
FBC	20	32.64	42.93	2.05	22.37	0.00	0.00
FBC	21	40.57	4.55	30.60	24.28	0.00	0.00
FBC	22	2.31	34.78	61.00	1.91	0.00	0.00
FBC	23	42.44	2.61	49.13	5.83	0.00	0.00
FBC	24	59.39	3.25	6.69	30.67	0.00	0.00
FBC	25	4.65	2.43	88.53	4.39	0.00	0.00
FBC	26	2.20	2.37	90.37	5.05	0.00	0.00
FBC	27	51.39	3.15	4.89	40.57	0.00	0.00
FBC	28	4.40	51.10	41.35	3.15	0.00	0.00
FBC	29	68.06	21.64	8.23	2.07	0.00	0.00
FBC	30	34.37	2.78	60.92	1.93	0.00	0.00
FBC	31	42.61	32.39	3.25	21.75	0.00	0.00
FBC	32	40.50	48.72	8.25	2.54	0.00	0.00
FBC	33	41.11	30.96	22.34	5.59	0.00	0.00
FBC	34	4.68	48.51	41.58	5.24	0.00	0.00
FBC	35	2.60	33.86	4.00	59.53	0.00	0.00
FBC	36	31.02	6.32	2.71	59.95	0.00	0.00
FBC	37	43.70	30.96	23.10	2.25	0.00	0.00
FBC	38	43.47	5.01	49.32	2.20	0.00	0.00
FBC	39	45.28	2.56	2.88	49.28	0.00	0.00
FBC	40	40.69	4.71	49.34	5.26	0.00	0.00
FBC	41	3.14	25.10	3.54	68.23	0.00	0.00
FBC	42	25.13	3.06	31.39	40.42	0.00	0.00
FBC	43	3.66	87.61	3.32	5.41	0.00	0.00
FBC	44	2.74	86.50	8.34	2.42	0.00	0.00
FBC	45	3.26	42.09	52.36	2.29	0.00	0.00
FBC	46	2.54	49.72	41.85	5.90	0.00	0.00
FBC	47	5.28	31.74	22.51	40.47	0.00	0.00
FBC	48	25.15	40.80	3.00	31.05	0.00	0.00
FBC	49	3.25	23.25	67.96	5.53	0.00	0.00
FBC	50	3.54	87.52	2.69	6.24	0.00	0.00
FBC	51	4.78	3.15	4.32	87.75	0.00	0.00
FBC	52	41.64	3.16	52.25	2.95	0.00	0.00
FBC	53	4.12	2.65	49.68	43.56	0.00	0.00
FBC	54	6.11	59.16	31.35	3.38	0.00	0.00
FBC	55	59.94	29.71	7.93	2.42	0.00	0.00
FBC	56	71.97	2.58	22.91	2.55	0.00	0.00
FBC	57	2.62	21.99	44.10	31.29	0.00	0.00
FBC	58	23.04	49.95	24.76	2.26	0.00	0.00
FBC	59	40.60	22.63	3.13	33.63	0.00	0.00
FBC	60	40.72	5.77	48.45	5.06	0.00	0.00
FBC	61	2.49	30.67	22.83	44.02	0.00	0.00
FBC	62	23.40	48.93	2.72	24.95	0.00	0.00
FBC	63	41.67	3.33	4.26	50.75	0.00	0.00
FBC	64	22.21	66.98	5.83	4.98	0.00	0.00
FBC	65	29.30	24.21	43.09	3.40	0.00	0.00
FBC	66	23.08	30.17	24.93	21.82	0.00	0.00
FBC	67	41.58	29.87	23.95	4.60	0.00	0.00
FBC	68	41.84	22.29	5.84	30.02	0.00	0.00
FBC	69	43.76	31.90	2.59	21.76	0.00	0.00
FBC	70	5.36	31.46	59.78	3.40	0.00	0.00
FBC	71	33.20	40.08	22.91	3.81	0.00	0.00
FBC	72	24.07	50.55	3.19	22.19	0.00	0.00
FBC	73	42.22	31.10	23.06	3.62	0.00	0.00
FBC	74	41.09	22.16	30.35	6.39	0.00	0.00
FBC	75	40.76	21.22	3.66	34.37	0.00	0.00
FBC	76	40.32	4.03	30.58	25.07	0.00	0.00
FBC	77	42.47	52.04	2.61	2.88	0.00	0.00
FBC	78	31.06	24.28	22.01	22.65	0.00	0.00
FBC	79	41.46	23.26	30.10	5.18	0.00	0.00
FBC	80	23.32	70.37	2.64	3.68	0.00	0.00
FBC	81	23.13	22.36	24.64	29.87	0.00	0.00
FBC	82	43.86	29.73	23.56	2.85	0.00	0.00
FBC	83	50.65	21.13	3.65	24.57	0.00	0.00
FBC	84	41.79	21.46	5.14	31.61	0.00	0.00
FBC	85	5.61	50.33	40.61	3.46	0.00	0.00
FBC	86	34.37	40.93	3.40	21.29	0.00	0.00
FBC	87	23.49	71.05	2.93	2.53	0.00	0.00
FBC	88	26.64	3.49	48.25	21.61	0.00	0.00
FBC	89	41.07	32.14	24.14	2.65	0.00	0.00
FBC	90	29.79	25.22	2.63	42.36	0.00	0.00
FBC	91	22.31	21.99	50.03	5.67	0.00	0.00
FBC	92	40.95	31.16	2.71	25.18	0.00	0.00
FBC	93	21.24	2.61	42.03	34.11	0.00	0.00
FBC	94	20.96	33.44	42.34	3.26	0.00	0.00
FBC	95	68.05	5.12	23.55	3.28	0.00	0.00
FBC	96	22.52	2.41	5.27	69.79	0.00	0.00
FBC	97	22.05	26.15	29.95	21.85	0.00	0.00
FBC	98	20.83	31.41	4.88	42.88	0.00	0.00
FBC	99	2.13	89.51	2.14	6.22	0.00	0.00
FBC	100	20.89	51.23	3.92	23.97	0.00	0.00
FBC	101	2.80	5.27	41.88	50.06	0.00	0.00
FBC	102	22.12	41.01	4.29	32.58	0.00	0.00
FBC	103	3.33	29.45	23.17	44.05	0.00	0.00
FBC	104	23.04	2.72	30.92	43.33	0.00	0.00
FBC	105	2.89	6.78	29.90	60.42	0.00	0.00
FBC	106	3.24	30.24	42.01	24.51	0.00	0.00
FBC	107	3.40	24.06	22.14	50.40	0.00	0.00
FBC	108	3.95	2.89	68.00	25.17	0.00	0.00
FBC	109	23.16	31.35	39.93	5.55	0.00	0.00
FBC	110	3.43	49.24	25.70	21.63	0.00	0.00
FBC	111	3.13	2.50	23.78	70.59	0.00	0.00
FBC	112	6.35	30.92	21.33	41.40	0.00	0.00
FBC	113	4.61	32.78	40.46	22.14	0.00	0.00
FBC	114	3.89	42.20	23.56	30.35	0.00	0.00
FBC	115	3.73	21.54	50.63	24.10	0.00	0.00
FBC	116	22.62	2.83	69.52	5.02	0.00	0.00
FBC	117	49.90	22.50	23.42	4.18	0.00	0.00
FBC	118	23.02	30.27	3.18	43.53	0.00	0.00
FBC	119	3.54	40.26	2.50	53.71	0.00	0.00
FBC	120	32.07	22.68	2.51	42.74	0.00	0.00
FBC	121	18.44	2.32	45.59	33.66	0.00	0.00
FBC	122	7.86	6.14	73.63	12.36	0.00	0.00
FBC	123	8.54	7.66	11.99	71.81	0.00	0.00
FBC	124	20.30	41.36	19.46	18.88	0.00	0.00
FBC	125	23.09	41.19	17.01	18.70	0.00	0.00
FBC	126	46.13	15.85	17.90	20.12	0.00	0.00
FBC	127	20.65	39.14	17.04	23.17	0.00	0.00
FBC	128	23.54	40.38	16.38	19.69	0.00	0.00
FBC	129	21.26	21.45	17.00	40.28	0.00	0.00
FBC	130	21.55	18.05	19.52	40.88	0.00	0.00
FBC	131	18.83	39.42	20.30	21.45	0.00	0.00
FBC	132	42.91	21.38	17.52	18.19	0.00	0.00
FBC	133	24.58	17.40	19.31	38.71	0.00	0.00
FBC	134	20.71	17.33	19.73	42.23	0.00	0.00
FBC	135	24.74	15.18	18.41	41.67	0.00	0.00
FBC	136	26.70	38.83	17.45	17.02	0.00	0.00
FBC	137	22.62	19.26	41.77	16.34	0.00	0.00
FBC	138	23.64	18.46	16.64	41.27	0.00	0.00
FBC	139	21.70	43.10	19.34	15.86	0.00	0.00
FBC	140	20.40	38.44	22.58	18.57	0.00	0.00
FBC	141	25.23	17.21	16.05	41.52	0.00	0.00
FBC	142	23.54	17.61	15.11	43.75	0.00	0.00
FBC	143	17.86	22.02	15.94	44.18	0.00	0.00
FBC	144	20.35	41.05	17.81	20.79	0.00	0.00
FBC	145	40.82	15.66	15.59	27.93	0.00	0.00
FBC	146	18.14	16.41	41.45	24.00	0.00	0.00
FBC	147	17.16	39.48	16.40	26.96	0.00	0.00
FBC	148	23.11	15.46	15.30	46.12	0.00	0.00
FBC	149	43.50	15.78	15.28	25.45	0.00	0.00
FBC	150	41.43	16.11	19.98	22.48	0.00	0.00
FBC	151	44.27	14.65	17.59	23.49	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	17216161	19315772	18220828	15938581	603
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	39.78	4.23	52.40	3.58	0.04	0.00
LBC	2	21.44	40.91	30.86	6.79	0.00	0.00
LBC	3	46.66	44.29	5.19	3.86	0.00	0.00
LBC	4	48.57	2.79	7.60	41.04	0.00	0.00
LBC	5	30.93	20.29	41.44	7.34	0.00	0.00
LBC	6	3.41	29.67	63.70	3.22	0.00	0.00
LBC	7	2.74	2.97	89.79	4.51	0.00	0.00
LBC	8	21.24	31.76	42.98	4.02	0.00	0.00
LBC	9	3.76	4.94	60.53	30.78	0.00	0.00
LBC	10	32.68	3.70	20.67	42.95	0.00	0.00
LBC	11	19.83	8.11	70.45	1.61	0.03	0.00
LBC	12	49.28	4.09	6.78	39.84	0.02	0.00
LBC	13	2.98	29.64	62.85	4.54	0.03	0.00
LBC	14	23.19	3.50	32.73	40.58	0.03	0.00
LBC	15	1.32	63.62	6.85	28.22	0.01	0.00
LBC	16	7.62	2.12	85.33	4.93	0.00	0.00
LBC	17	3.97	6.58	4.18	85.27	0.00	0.00
LBC	18	21.75	2.24	32.94	43.08	0.00	0.00
LBC	19	4.44	22.65	4.66	68.26	0.00	0.00
LBC	20	5.69	59.93	29.57	4.81	0.00	0.00
LBC	21	21.55	4.26	70.25	3.93	0.00	0.00
LBC	22	3.31	5.05	4.87	86.78	0.00	0.00
LBC	23	22.71	70.12	4.64	2.52	0.00	0.00
LBC	24	47.83	4.03	2.94	45.20	0.00	0.00
LBC	25	30.78	4.11	22.30	42.81	0.00	0.00
LBC	26	23.96	30.44	5.18	40.42	0.00	0.00
LBC	27	23.03	5.80	40.36	30.81	0.00	0.00
LBC	28	60.60	33.49	3.58	2.33	0.00	0.00
LBC	29	5.37	2.58	87.26	4.79	0.00	0.00
LBC	30	22.81	4.20	5.44	67.56	0.00	0.00
LBC	31	5.49	29.99	60.98	3.54	0.00	0.00
LBC	32	23.03	30.42	3.87	42.68	0.00	0.00
LBC	33	88.05	5.59	3.26	3.10	0.00	0.00
LBC	34	2.92	4.03	62.10	30.96	0.00	0.00
LBC	35	5.61	42.76	48.63	3.00	0.00	0.00
LBC	36	29.80	23.42	3.60	43.18	0.00	0.00
LBC	37	2.36	68.90	23.59	5.15	0.00	0.00
LBC	38	3.20	67.42	3.15	26.24	0.00	0.00
LBC	39	4.32	29.72	22.64	43.32	0.00	0.00
LBC	40	42.01	5.96	23.74	28.29	0.00	0.00
LBC	41	40.66	34.16	22.41	2.76	0.00	0.00
LBC	42	43.38	2.76	29.97	23.89	0.00	0.00
LBC	43	2.43	24.01	70.88	2.68	0.00	0.00
LBC	44	3.43	4.77	61.76	30.04	0.00	0.00
LBC	45	41.12	4.00	5.16	49.71	0.00	0.00
LBC	46	68.27	23.80	2.92	5.00	0.00	0.00
LBC	47	22.23	40.28	2.66	34.82	0.00	0.00
LBC	48	88.80	4.36	2.94	3.90	0.00	0.00
LBC	49	86.80	5.37	4.23	3.59	0.00	0.00
LBC	50	2.54	88.79	3.73	4.94	0.00	0.00
LBC	51	30.04	59.39	5.92	4.65	0.00	0.00
LBC	52	3.60	5.01	86.29	5.10	0.00	0.00
LBC	53	69.30	5.45	22.72	2.53	0.00	0.00
LBC	54	69.26	3.93	5.91	20.89	0.00	0.00
LBC	55	68.22	25.22	4.31	2.26	0.00	0.00
LBC	56	3.75	33.51	59.52	3.22	0.00	0.00
LBC	57	29.20	41.98	25.14	3.68	0.00	0.00
LBC	58	3.89	69.25	21.48	5.38	0.00	0.00
LBC	59	29.68	4.72	6.90	58.71	0.00	0.00
LBC	60	30.50	42.95	4.68	21.87	0.00	0.00
LBC	61	2.81	3.31	32.74	61.15	0.00	0.00
LBC	62	41.22	3.79	30.22	24.76	0.00	0.00
LBC	63	21.77	43.04	31.72	3.47	0.00	0.00
LBC	64	40.56	30.45	24.19	4.80	0.00	0.00
LBC	65	40.53	30.66	22.85	5.97	0.00	0.00
LBC	66	21.95	41.70	6.62	29.73	0.00	0.00
LBC	67	41.77	5.70	49.45	3.08	0.00	0.00
LBC	68	26.87	40.09	2.76	30.29	0.00	0.00
LBC	69	51.88	3.04	2.42	42.66	0.00	0.00
LBC	70	41.03	4.95	24.51	29.51	0.00	0.00
LBC	71	23.15	29.88	21.76	25.21	0.00	0.00
LBC	72	50.21	22.54	22.15	5.09	0.00	0.00
LBC	73	40.56	5.43	51.53	2.47	0.00	0.00
LBC	74	24.31	39.88	29.90	5.92	0.00	0.00
LBC	75	4.87	5.27	4.63	85.22	0.00	0.00
LBC	76	5.17	31.08	39.59	24.16	0.00	0.00
LBC	77	24.70	49.84	2.95	22.51	0.00	0.00
LBC	78	42.74	22.40	3.29	31.57	0.00	0.00
LBC	79	4.01	71.05	22.37	2.56	0.00	0.00
LBC	80	3.06	30.74	40.60	25.60	0.00	0.00
LBC	81	42.12	3.64	29.91	24.33	0.00	0.00
LBC	82	42.86	21.20	5.52	30.42	0.00	0.00
LBC	83	22.96	51.97	21.83	3.24	0.00	0.00
LBC	84	21.67	21.77	32.75	23.81	0.00	0.00
LBC	85	41.01	23.48	30.65	4.86	0.00	0.00
LBC	86	20.39	35.07	4.10	40.45	0.00	0.00
LBC	87	4.74	42.55	3.09	49.63	0.00	0.00
LBC	88	22.92	3.85	40.91	32.33	0.00	0.00
LBC	89	42.01	49.91	3.22	4.86	0.00	0.00
LBC	90	40.61	32.73	4.89	21.77	0.00	0.00
LBC	91	40.61	32.04	23.75	3.60	0.00	0.00
LBC	92	7.53	23.04	65.48	3.96	0.00	0.00
LBC	93	22.63	26.18	3.39	47.80	0.00	0.00
LBC	94	32.38	23.72	39.83	4.07	0.00	0.00
LBC	95	4.91	29.61	21.78	43.70	0.00	0.00
LBC	96	2.81	2.94	24.66	69.59	0.00	0.00
LBC	97	22.29	50.74	21.07	5.90	0.00	0.00
LBC	98	61.78	3.79	29.06	5.38	0.00	0.00
LBC	99	69.60	2.86	4.65	22.89	0.00	0.00
LBC	100	22.27	32.08	41.04	4.61	0.00	0.00
LBC	101	21.40	22.96	30.63	25.02	0.00	0.00
LBC	102	22.98	51.24	3.20	22.57	0.00	0.00
LBC	103	48.89	23.97	23.53	3.61	0.00	0.00
LBC	104	22.36	48.73	21.24	7.66	0.00	0.00
LBC	105	23.14	3.40	21.15	52.31	0.00	0.00
LBC	106	86.53	4.52	3.29	5.65	0.00	0.00
LBC	107	3.29	51.15	40.64	4.92	0.00	0.00
LBC	108	22.10	26.68	21.50	29.72	0.00	0.00
LBC	109	5.14	29.85	40.39	24.62	0.00	0.00
LBC	110	42.66	22.77	11.35	23.23	0.00	0.00
LBC	111	31.63	22.15	24.18	22.04	0.00	0.00
LBC	112	4.94	50.03	42.36	2.68	0.00	0.00
LBC	113	41.91	3.48	49.17	5.43	0.00	0.00
LBC	114	23.79	5.54	23.73	46.93	0.00	0.00
LBC	115	2.87	26.14	66.80	4.19	0.00	0.00
LBC	116	24.97	49.43	20.44	5.16	0.00	0.00
LBC	117	41.12	50.86	2.25	5.77	0.00	0.00
LBC	118	29.46	24.90	21.68	23.95	0.00	0.00
LBC	119	20.22	71.74	3.24	4.80	0.00	0.00
LBC	120	2.69	53.51	22.64	21.16	0.00	0.00
LBC	121	26.84	36.63	4.40	32.12	0.00	0.00
LBC	122	3.17	84.34	9.04	3.45	0.00	0.00
LBC	123	34.13	53.00	9.02	3.85	0.00	0.00
LBC	124	50.01	40.24	4.73	5.02	0.00	0.00
LBC	125	5.28	51.47	38.22	5.03	0.00	0.00
LBC	126	7.33	6.42	5.50	80.75	0.00	0.00
LBC	127	4.44	51.77	34.55	9.24	0.00	0.00
LBC	128	5.58	52.03	37.03	5.37	0.00	0.00
LBC	129	7.74	18.85	11.78	61.63	0.00	0.00
LBC	130	21.10	24.97	20.34	33.59	0.00	0.00
LBC	131	29.63	27.86	17.64	24.87	0.00	0.00
LBC	132	27.43	22.31	20.61	29.65	0.00	0.00
LBC	133	26.85	25.76	27.67	19.72	0.00	0.00
LBC	134	26.71	26.00	25.98	21.31	0.00	0.00
LBC	135	22.71	18.17	25.67	33.45	0.00	0.00
LBC	136	22.17	22.91	24.57	30.35	0.00	0.00
LBC	137	25.17	25.55	28.58	20.70	0.00	0.00
LBC	138	24.43	27.49	24.51	23.56	0.00	0.00
LBC	139	25.39	26.21	22.86	25.53	0.00	0.00
LBC	140	32.27	22.44	18.98	26.31	0.00	0.00
LBC	141	22.79	28.19	24.99	24.04	0.00	0.00
LBC	142	19.78	34.57	27.39	18.26	0.00	0.00
LBC	143	28.20	22.55	20.46	28.79	0.00	0.00
LBC	144	23.64	29.33	27.08	19.95	0.00	0.00
LBC	145	18.44	31.08	31.12	19.36	0.00	0.00
LBC	146	32.42	19.69	24.01	23.89	0.00	0.00
LBC	147	21.24	29.46	26.21	23.09	0.00	0.00
LBC	148	25.89	21.40	22.34	30.37	0.00	0.00
LBC	149	19.87	30.02	25.65	24.46	0.00	0.00
LBC	150	21.14	26.60	26.25	26.01	0.00	0.00
LBC	151	13.20	24.18	36.93	25.68	0.00	0.00
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	19213876	18815501	18368703	15412313	1410
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
IS	0	0	0	0	0
IS	1	0	0	0	0
IS	2	2	0	2	0
IS	3	3	0	3	0
IS	4	2	0	2	0
IS	5	3	0	3	0
IS	6	3	0	3	0
IS	7	1	0	1	0
IS	8	0	0	0	0
IS	9	2	0	2	0
IS	10	3	0	3	0
IS	11	1	0	1	0
IS	12	0	0	0	0
IS	13	5	0	5	0
IS	14	5	0	5	0
IS	15	10	0	10	0
IS	16	7	0	7	0
IS	17	2	0	2	0
IS	18	14	0	14	0
IS	19	4276	2688	1588	0
IS	20	4627	4313	314	0
IS	21	3378	2695	683	0
IS	22	1656	207	1449	0
IS	23	717	30	686	1
IS	24	44	26	18	0
IS	25	35	2	33	0
IS	26	265	3	262	0
IS	27	9	3	6	0
IS	28	49	4	45	0
IS	29	10	5	5	0
IS	30	11	1	10	0
IS	31	13	4	9	0
IS	32	34	4	30	0
IS	33	242	231	11	0
IS	34	8	0	8	0
IS	35	18	13	5	0
IS	36	22	0	22	0
IS	37	46	40	6	0
IS	38	150	72	78	0
IS	39	7	4	3	0
IS	40	138	103	35	0
IS	41	68	8	60	0
IS	42	170	166	4	0
IS	43	64	62	2	0
IS	44	298	295	3	0
IS	45	197	160	37	0
IS	46	73	61	12	0
IS	47	55	29	26	0
IS	48	21	10	11	0
IS	49	49	18	31	0
IS	50	9	6	3	0
IS	51	38	32	6	0
IS	52	167	55	112	0
IS	53	19	1	18	0
IS	54	24	8	16	0
IS	55	44	41	3	0
IS	56	25	9	16	0
IS	57	168	89	79	0
IS	58	318	53	265	0
IS	59	15	11	4	0
IS	60	67	19	48	0
IS	61	116	7	109	0
IS	62	41	37	4	0
IS	63	38	17	21	0
IS	64	35	14	21	0
IS	65	135	66	69	0
IS	66	31	27	4	0
IS	67	22	5	17	0
IS	68	67	11	56	0
IS	69	2498	86	2412	0
IS	70	22	22	0	0
IS	71	5	4	1	0
IS	72	8	7	1	0
IS	73	68	63	5	0
IS	74	28	11	17	0
IS	75	108	104	4	0
IS	76	31	30	1	0
IS	77	95	25	70	0
IS	78	72	68	4	0
IS	79	68	27	41	0
IS	80	153	149	4	0
IS	81	15	14	1	0
IS	82	16	2	14	0
IS	83	37	9	28	0
IS	84	32	17	15	0
IS	85	19	15	4	0
IS	86	35	25	10	0
IS	87	22	11	11	0
IS	88	47	17	30	0
IS	89	8	6	2	0
IS	90	8	8	0	0
IS	91	57	51	6	0
IS	92	179	68	111	0
IS	93	22	19	3	0
IS	94	193	28	165	0
IS	95	14	10	4	0
IS	96	31	14	17	0
IS	97	111	107	4	0
IS	98	65	40	25	0
IS	99	45	11	34	0
IS	100	30	21	9	0
IS	101	338	326	12	0
IS	102	120	47	73	0
IS	103	75	14	61	0
IS	104	239	19	220	0
IS	105	11	11	0	0
IS	106	143	141	2	0
IS	107	21	12	9	0
IS	108	26	26	0	0
IS	109	20	19	1	0
IS	110	13	11	2	0
IS	111	35	12	23	0
IS	112	89	78	11	0
IS	113	25	23	2	0
IS	114	44	37	7	0
IS	115	26	22	4	0
IS	116	43	26	17	0
IS	117	18	17	1	0
IS	118	112	16	96	0
IS	119	65	28	37	0
IS	120	35	19	16	0
IS	121	44	24	20	0
IS	122	37	34	3	0
IS	123	127	121	6	0
IS	124	68	68	0	0
IS	125	651	586	65	0
IS	126	114	100	14	0
IS	127	170	97	73	0
IS	128	95	91	4	0
IS	129	33	32	1	0
IS	130	146	100	46	0
IS	131	170	153	17	0
IS	132	121	115	6	0
IS	133	57	38	19	0
IS	134	888	573	315	0
IS	135	81	71	10	0
IS	136	216099	215581	518	0
IS	137	51	35	16	0
IS	138	790	315	475	0
IS	139	163	68	95	0
IS	140	70	55	15	0
IS	141	36	35	1	0
IS	142	40	39	1	0
IS	143	88	84	4	0
IS	144	54	52	2	0
IS	145	73	72	1	0
IS	146	33	30	3	0
IS	147	22	22	0	0
IS	148	46	46	0	0
IS	149	59	59	0	0
IS	150	84	84	0	0
IS	151	127	127	0	0
IS	152	51	50	1	0
IS	153	154	154	0	0
IS	154	8666	8663	3	0
IS	155	83	81	2	0
IS	156	267	265	2	0
IS	157	70	57	13	0
IS	158	80	71	9	0
IS	159	240	240	0	0
IS	160	132	125	7	0
IS	161	118	117	1	0
IS	162	86	77	9	0
IS	163	152	152	0	0
IS	164	105158	105156	2	0
IS	165	103	100	3	0
IS	166	784	763	21	0
IS	167	71	71	0	0
IS	168	106	106	0	0
IS	169	142	142	0	0
IS	170	43	43	0	0
IS	171	33	33	0	0
IS	172	64	64	0	0
IS	173	87	87	0	0
IS	174	54	54	0	0
IS	175	11947	11947	0	0
IS	176	207	207	0	0
IS	177	194	194	0	0
IS	178	140	140	0	0
IS	179	92	92	0	0
IS	180	118	118	0	0
IS	181	69	69	0	0
IS	182	74	74	0	0
IS	183	360	360	0	0
IS	184	191	187	0	4
